age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
33,single,m,straight,athletic,,often,sometimes,graduated from space camp,white,70,1000000,construction / craftsmanship,2012-06-15-19-55,"oakland, california",,likes dogs and likes cats,christianity and laughing about it,cancer but it doesn&rsquo;t matter,no,english,"great running order, new tires and good brakes. smogged through 2011. the paint is in decent shape and the engine is tip top. the upholstery may need to be replaced...",working in carpentry and studying sustainable design and green building. making art and functional things on the side. living in an artist community in the cuts. trying to spread love and peace and enjoy life. looking forward to the future.,"building things, compassion, cutting through bullshit.",my massive intellect!,"brothers karamazov, a wrinkle in time, i'm not going to get up today!, invisible man, a voyage to arcturus  wall-e, easy rider, raising arizona, princess mononoke  open to all kinds of music from tejano to klezmer. currently have animal collective, nick cave and 16 horsepower on repeat.","trees, blue sky, sunlight, a smiling face, beer, good music","where i should go for lunch, new forms of society, buildings, justice, friends and family, what to do next...","hanging at a bar, at a show, watching some sort of performance, or staying home and relaxing.",i don't really make more than a million a year and i never want to. i guess that's not really private so... i loved hedwig and the angry inch.,you've got a big heart and an open mind.
43,single,f,straight,thin,strictly anything,socially,never,graduated from masters program,indian,65,-1,banking / financial / real estate,2012-06-29-20-02,"san francisco, california",has kids,likes dogs and has cats,hinduism but not too serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently),"im a midwestern woman who has lived all over the country and ended up on the west coast. i am a newly single mother of two beautiful little girls who i spend half of my time with. i am super social, pretty athletic, and always love a good cocktail party. oh and if you are wondering, i am east indian. everyone who meets me says ""you're indian? half indian right? and half what else?"" no, i'm 100% indian, i dont know why i always get that, but i always do. im a big believer in alternative medicine, in fact i rarely see allopathic doctors anymore. that doesn't mean i wont date a doctor! i try to eat only organic and teach my children the same. i'm a true ""greenie"" but i dont impose it upon others, though its much appreciated! im a former wall street trader, so you will have to excuse, or relish in, my potty mouth. for the record, i only have one cat, but they dont give you the option on okc to say that!","my first and most important job is raising my daughters. in terms if my career, im currently involved a startup in in sustainable agriculture space (i.e. composting. if you know anything about it or someone who might want to fund it, please ping me!!). im also part of a team starting a new financial firm which should be up and running by this fall. i do business development for these companies. so yes, i'm super busy, and loving every minute of it. but never too busy for a good date.","networking, i mean reaaallly good at networking (which is why i do business development). im also good at yoga, and i think a pretty decent skiier. i have a dry sense of humor and am skilled in making people laugh. im quite skilled at the art of getting other people to cook for me, because that is not something i do very well! but now that im a single mama im making a concerted effort. i am very good at remembering peoples phone numbers, i almost have a photogenic memory that way.",my attitude. my eyes and lips. my offspring which i know isn't something about me but they are a part of me!,"since i just read bossypants and couldnt stop laughing, im going to call it my favorite book for now. i like anything by jeffrey eugenides. i love reading books on alternative healing, energy work and positive child rearing (if you are looking for the authority on that, go get a book by alfie kohn). the big lebowski will always be my favorite movie. i love film festivals and generally avoid depressing or scary movies. i love modern family and the office, but for the most part i dont have time for television. music, you name it. old school to alternative (i love awolnation). and i truly enjoy a delicious and healthy meal made from sustainable and local sources. i am not going to be that person to run out and get a slice with you, sorry, not my thing. and there is nothing better than a great pinot in my opinion.","my two children, skiing, red wine, the beach, ketchup, foie gras (which will be illegal soon here???) and coconut oil, which is 7. but who's counting?",how to make my children happy. the two startups i am currently involved with. about how to bring recycling and composting to new york city. why we arent all driving electric vehicles by now. why europe is so ahead of us in that department. where i will be living when im 70 and with whom. how much i miss the east coast (especially in the summer) but would never leave this gorgeous place!,"when i have my kids, i am with my kids. when i dont have them i might be out at a party, or to a good dinner. occasionally i stay in and relax, or just see a couple friends for a drink. watching a dvd at home, wow that just hasn't happened in so long but i love doing that, too.",i have always wanted to be a drummer in a rock band. still do. im not a fan of aggressive pda on a first date!,you are comfortable with the fact that i have two kids who will always be the most important people in my life. you can handle the fact that im pretty liberal. i talk alot.
29,single,m,straight,average,mostly anything,socially,sometimes,graduated from masters program,"hispanic / latin, white",70,60000,artistic / musical / writer,2012-06-29-06-14,"berkeley, california","doesn't have kids, but wants them",likes dogs and dislikes cats,,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly), czech (poorly)","i am a human male. i have ten fingers and ten toes. for now and for the foreseeable future, i have hair.  other points of interest include: the ability to drive a car while eating a burrito, despite never having done so.  (can you tell that i don't take okcupid seriously? more like okstupid.)  also the thing i said about the burrito is a lie. i've done it before, and i'll certainly do it again.","i love what i do. i'm a career musician, and i managed to find a corporate job that utilizes my unique skill set.",navigating the internet. this thing is here to stay.,"i look funny, but i'm not.",considering this overhaul of my profile i'll just say this: i enjoy anything that makes me think.,1) numbers 2) letters 3) oxygen 4) nitrogen 5) sunshine 6) okstupid,this profile and how much i hate it.,weeping in a corner while listening to hanson.,"my whole life, i've been in a huge rush to meet ""the one"", but now i honestly don't care when it happens. there's a lot of life to live and you're not really living if you're waiting around for someone else to make things better.  (see? i can be serious.)",you know who byron bluth is. or if you find this profile obnoxious and want me to put actual information on it.
28,single,f,straight,average,,socially,never,graduated from college/university,white,66,-1,banking / financial / real estate,2012-06-29-15-08,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,,,no,english (fluently),"i'm friendly, content and upbeat... even if the circumstances around me don't warrant it. naturally, i see this as a good thing.  i'm the oldest of five. yes, five. it is loud, busy and involved, but i wouldn't have it any other way. family (and friends) are what make life worth while.  i also grew up pretty outdoorsy (think atvs and horses), so i'm not shy when it comes to anything that calls for a ponytail and jeans.","working a mostly enjoyable, financial-ish job while trying to figure out what it is i'm ""meant"" to do in this life. which is hard since i don't particularly believe in ""meant to be"". but still, i've got a few ideas; we'll see how they pan out.  i sing and play piano in my spare time, mostly as an escape from excel spreadsheets. this year i'm singing in the sf symphony chorus. it's been a pretty cool experience. i just auditioned for next season, so keep your fingers crossed.",picking the shopping cart with the broken wheel. it's a talent.,,"tv: mostly, i think it's a waste of time. i make an exception for the don draper show.  movies: sure, why not.  books: here we go!... i love to read. i'm a founding member of my current book club. i read mostly fiction and a lot of it. kafka on the shore was the latest book club accomplishment, next up is travels with charley. i'm a nerd at heart, so some favorite titles include: hitchhikers guide to the galaxy, dune, lotr. and, like any good nerd knows, winter is coming. on the girly side, i love barbara kingsolver and jane austen. i also love bill bryson.  music: a strong yes on most everything, especially when it's live! i like listening to the ""indie rock"" station on pandora but can never remember the names of the bands and remain unable to relate to hipsters, which is tragic. i like hipsters. i was thinking about starting a hipster watching group in sf. sort of like a bird watching group, where one observes the subject in a natural environment and writes down defining characteristics like man scarf or fixie.",,42,,=),i don't have to be rich to be your girl i don't have to be cool to rule your world ain't no particular sign you're more compatible with you just want my extra time and my kiss
21,single,m,straight,a little extra,mostly anything,not at all,never,,white,70,-1,,2011-11-03-22-11,"vallejo, california",,,,pisces,no,english (fluently),"im not good with writing these so here goes nothing. born in napa raisd in vallejo and still there. im kinda big but im working on loseing pounds. working on education at the moment. im funny, random, crazy, and fun. i don't smoke don't drink and don't do any drugs",,"problem solveing, driveing, eating hot foods. and more but cant really think right now","im big,",,"music , water , food, shelter,","love, the futuer, random stuff",at home or work,get to know me and you will know,"your bored, fun, or just want to know more i prefer people who dont smoke or drink"
35,single,f,straight,fit,,socially,never,graduated from college/university,asian,64,-1,medicine / health,2012-05-16-09-05,"redwood city, california",,likes dogs and likes cats,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about,no,english,"i'm a pretty laid back person whos looking to have a little bit of fun. i have a great job ,a pretty flexible schedule and lots of free time. i like to hike , play tennis , dance to house , trance music , go to costume parties . i'm always looking for new adventures. i would love to do more traveling . i've lived in the bay area for 6 years now and i love it. the people are great. i love all the variety of activities , culture and food. i'm looking forward to meeting more great people through this site.","living in the moment without regretting the past or worrying about the future. i'm in a really good ""time"" in my life and i don't want to miss it.",listening .,"my eyes:) yes, thanks to freshlooks asians can now have blue eyes too!!","trance music, sci fi movies and books, all types of food, especially partial to desserts.",i can do without most things... well maybe not my gps since i lack an internal gps. i tend to get lost very easily,human relationships...,hanging out with a close friend,,if you are a fun loving positive guy . are you up for an adventure ? do you like to play outdoors? can you dance? do you know who armin van buuren is?
32,single,m,straight,athletic,,socially,never,two-year college,white,69,-1,artistic / musical / writer,2012-06-29-10-25,"san francisco, california",,likes dogs and likes cats,,gemini,sometimes,"english (poorly), italian (fluently), spanish (fluently)",,,,,,,,,,
42,single,f,straight,athletic,anything,socially,never,working on space camp,white,63,-1,medicine / health,2012-06-29-17-04,"lafayette, california",has kids,has dogs and has cats,christianity and somewhat serious about it,aries but it doesn&rsquo;t matter,no,english (fluently),"hi, thanks for checking out my profile. i'm a diverse multi- faceted person. i enjoy gardening, working out, hiking and backpacking dirt-bike riding, skiing,and fishing. i also enjoy getting dressed up and going out. i'm a good eater who likes many different kinds of food and also enjoys cooking. i enjoy sharing good food and wine with friends and family.","i'm recently divorced. i enjoy my two teenage boys (most of the time). i have a wonderful career that makes going to work an easy job. i am a bit of an adrenaline junkie. as i get older i don't need my fix as often as i did when i was younger. i'm going through a transition in my life. i'm looking for depth, meaning and peace. looking for spiritual peace and guidance has lead me to yoga.","cooking, entertaining, being spontaneous, making things happen.","my smile,.... depending on what i'm wearing...","love country music, though i listen to all kinds. i enjoy home made foods. cooking together with friends, coming up with new recipes and playing with foods. shows are fun, i enjoy exploring new activities, music or movies. most of the books i read are either romance or how to raise kids. though i really enjoyed blink.","family, friends, pets, home, food (good food and wine), fun!!","ski season and how i'm going to make it up as many times as possible ;-) when it's not ski season i think about how i want to get my work out in that day.. this is ca.. should i bike, hike, jog,, lift weights.. so many choices so little time.","living on the edge... either down in oakland or hanging with my kids at a movie. sometimes i go dancing with friends or have them over for dinner. i love entertaining, cooking and sharing. usually casual.",i don't enjoy online dating... it does not feel natural to read about someone like you would a sale item and then contact the person to find out if the add is accurate.,"you have time and desire for a long term relationship. not looking for a pen pal, just dating or casual fling. you enjoy an active lifestyle. you are a compassionate/caring person."
23,single,f,straight,a little extra,,often,sometimes,working on college/university,white,62,20000,artistic / musical / writer,2012-06-27-19-42,"oakland, california",,likes dogs and likes cats,,sagittarius and it&rsquo;s fun to think about,yes,english,born and raised in the east bay. open minded and easy going.,"schooling, drinking coffee, dancing, crafting, designing, laughing.","chewing straws, caffeine overdrive, designing invitations, parallel parking and keeping a positive attitude.","blue eyes, stupid facial expressions or the very serious relationship i seem to have with foul language.","books: the poisonwood bible, the virgin suicides, anything by tom robbins. i think that chris ware and charles burns have it going on. i also have the beginnings of a small library of art, design and typography books and magazines. i could look at those all day and do from time to time.  movies: hitchcock (rebecca, family plot, marnie), wes anderson, david lynch, david fincher (i think i've watched zodiac at least thirty times), quentin tarantino and most anything on criterion. i love watching movies, that's all there is to it.  tv on the internet is a blackhole. i find myself in it sort of often. six feet under, weeds, parks and recreation and of course law and order.  music: yeah yeah yeahs, bikini kill, best coast, ofwgkta, x, mac dre, the kinks, sex pistols, the knife, beach house, amy winehouse.  food: i'm open to anything, but burritos, pho, and pizza are my favorite things to go out and eat.",friends free time camera travel sunshine music,"travel, the places i've been and the places i plan to go. peaches. what i'm going to do with my time after graduation. typography, typefaces, and being type high. summertime, and being barefoot.",usually at a bar i frequent with people i usually frequent said bar with. i however am down to stay at home and relax or whatever else comes my way.,,"you take pride in being a nice person, don't take yourself too seriously and want to have fun.  please don't message me if you take pride in being an asshole or if you put drugs before people that care about you. iv'e had enough of that."
30,single,f,straight,average,strictly anything,socially,never,,white,68,-1,other,2012-06-28-13-52,"half moon bay, california",,has dogs and likes cats,christianity but not too serious about it,virgo and it&rsquo;s fun to think about,no,english,"i'm a fun, laid back, go with the flow kind of girl. i love being active and adore being outside doing pretty much anything. one thing i would love to learn how to do, is surf. i own my own dog walking/pet sitting business, which certainly appeals to my desire for the outdoors. i'm not the kind of girl who allows her fears to overcome her, i'm more of a ""i'll prove i can conquer this"" kind of person. i have a total sassy side and like to joke around a lot and i have yet to see a ""horror"" movie that truly scares me and challenge anyone to try and change that. humor is such a huge thing to me and i love to laugh!  i'm looking for someone to complement who i am as an individual (and no, not verbally..although that's nice too ;-). my ideal dude would be someone who loves to be active and do things outdoors and travel. a dude who has a solid job and a funny, easy going personality is a must have as well.","right now i'm working on getting my business off the ground. i'm also making sure i take time to explore and enjoy all that life has to offer because if i've learned one thing, it's that life's too short to get lost in work.",i'm really good at making people laugh and bring a sense of calm to a stressful environment. i'm an exceptional listener and am capable of giving pretty sound advice.  i'm also good at making an ass out of myself just to get a great picture.,my laugh/smile.,"my favorite book right now is water for elephants, i just finished reading it and i have to say that i found it to be wonderful.  as for music, i'm into most everything. i'm a firm believer that music can compliment any mood that you're in. a few old school faves are blink 182, eve6 and lit. when i'm at the gym i listen to either 80's cardio, rock hits, or hard rock strength.  movie taste is also all over the place. like i said, i dig romantic comedies and action. a few of my all time faves are: the green mile, empire records, dazed and confused, shaun of the dead, pineapple express, zack and miri make a porno and hot fuzz.  as for tv shows i love the walking dead, top gear (american), ice road truckers, biggest loser, how i met your mother and grey's anatomy. i know i've left out a couple but those are the top :-)",my dog my family my friends my cell phone my sunglasses my music,"how i can better my business. also, zombies. i feel after watching the walking dead, i could take some out no problem ;-p","unpredictable. no one friday night is the same and we've all read the same shit over and over ""oh i like to stay home sometimes and other times go out with my friends""...don't we all? there's nothing ""typical"" about my fridays.",we have to save some things for our meet up :-),"you love to laugh and like adventures, both planned and unexpected."
27,single,m,gay,fit,,not at all,never,graduated from college/university,"white, other",71,-1,,2012-01-26-16-11,"san francisco, california",,,,gemini,trying to quit,"english, spanish, portuguese",,,,,,,,"tired, horny, willing and down for whatever. maybe some tea.",,
41,single,f,straight,athletic,,not at all,never,graduated from masters program,white,71,-1,education / academia,2012-06-27-02-27,"san francisco, california",,likes dogs and likes cats,other,aquarius,no,"english (fluently), spanish (fluently)","fun loving, active, interested, and warm.  live well, laugh often, love much.  solid friend. committed teacher. loving sister. wait! this sounds like a eulogy. eesh.  people i cherish stay close to my heart and many have known me for over 25 years. teaching in a public school is difficult but i don't know many people who love there job as much as i do. i am the youngest of three amazing older sisters and you can see each of them in me. my sisters are great friends and my friends are like sisters.  exploring foreign countries, music, and spending time in nature invigorate me. i have lived, worked, and studied in many different places: mexico, columbia, indonesia, cuba, thailand, nicaragua, peru, chile, brazil, and scotland to name a few. exotic roommates like spiders and boa constrictors usually don't scare me.  i'm the girl you can take on a date to a taco truck in the mission, camp in big sur, mingle at a fancy party, or dance to some great music.  i'm generous, straightforward, and compassionate. also, i consider drama to be a huge waste of time.  health is a priority. i love running, bootcamp, skiing, swimming, hiking, and just about any activity that gets my heart rate up. if you're brave, i have some new recipes that taste delish and won't require use of a defibrillator.  urbanite? sure. however, healthy doses of the outdoors are required at regular intervals to keep me sane.",-teaching an amazing group of hispanic children in a great school in san francisco. -working to change the statistics that say 49% of them won't graduate from high school. -moonlighting as a dj from time to time. -deepening my self understanding and committment to a healthy life. -cherishing my amazing friends and hilarious sisters. -raising the world's cutest puppy. (charley is now 1) -growing intellectually and spiritually. -loving california.,supporting people and multitasking.,my smile and height.,"eclectic music taste: funk, house, rock, electronic dance, downtempo, breaks, techno, latin, 80's, disco, hip hop, and the list goes on. i'm always up for some good sushi, italian, mexican, thai, chinese, burmese, indian, bbq, california cuisine, and genrally keep it healthy. i enjoy films and gravitate toward dramas, foreign, and indy. currently reading james and the giant peach to my class and loving a collection of spanish short stories by cristina pacheco at night. augusten burroughs makes me laugh out loud.","friends, my sisters, love, passport, music, and exercise.",the silver lining.,"at dinner with friends, socializing, seeing some kind of music, djing some kind of music, conversing, driving to tahoe, getting on a plane, cooking a nice dinner, watching a movie, or sinking into the tub after a long week teaching second graders. i guess there really isn't a ""typical"" friday night for me.",i have a soft spot for show tunes.,you want to know more.
33,single,m,straight,a little extra,mostly anything,socially,,graduated from college/university,white,69,-1,sales / marketing / biz dev,2012-06-29-21-58,"san francisco, california","doesn't have kids, but might want them",has dogs,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)","note: i have updated my profile to reflect the fact that i will be moving to san francisco on august 1st, 2012. presently i live in mountain view, so it is not much of a hike to meet new folks in ""the city"" as it stands already. standard profile begins...now:  i am a hopeless romantic. i really try to believe the best in everyone, and i hope for the best in myself. i regularly tell people i am the luckiest person i know.  i use 1980's phrases like ""keen"", ""rad"" and ""badass"", and i am told i have a rather peculiar vernacular. i really enjoy talking...in fact if i am nervous i talk even more. i really love useless, but interesting trivia.  i adore traveling and taking risks as much as possible. i enjoy the rush i get by being pulled out of my comfort zones as well. my favorite places i have visited are paris, dubrovnik, sicily and hong kong. i have lived in richmond, va, baltimore, md, right outside of dc (gaithersburg), and now silicon valley.  i am actually an introvert, but being in high-end sales and acquisitions for years, i have learned how to carry on engaging conversations with practically anyone, so most people actually think i am super extroverted.  sarcasm is a critical part of my life, and i greatly value wit and cleverness. i enjoy ""creative swearing""... anyone can say ""shit"", but ""misanthropic fuck-tard"" is a lot more amusing, and most likely more appropriate.  i am fascinated by robots, museums and multi-hour conversations. my favorite video games are galaga and mario kart 64. i love roller-coasters and people who smile all of the time. i can be very easily convinced to go see or do something just because it's weird or new. i have dark auburn hair, am left handed, and i am an only child. i have been in the bay area for about 6 months and on the rare occasion i have a drink at a bar, it is typically a double shot of well tequila on the rocks, no lime or salt. i am very easily distracted by shiny objects, and i think i am totally awesome-sauce.","i have moved out to the bay area from richmond, va...where i still remotely operate that state's comicon (nerdy!). i am still doing some publishing work in comics.  summer 2012 update: just finished publsihing a tmnt comic, and i am working on some robert crumb recipe cards to debut at the san diego comic-con in july. i will be moving from mountain view to san francisco on august 1st, 2012.  since moving to the bay are in summer of 2011, i have worked hard to lose weight...i got over 200 lbs (holy poop!) 2 years ago, but now i am back in the 170s. i really like taking walks, especially with my mutt, who has adorable heterochromia iridium (which, i am told, is a very groovy mutation).  previous gigs include television and radio voice-over work, graphic design, being a multi-spoken-language database admin, director of a failed dot-com (had to testify in front of senate for that one), being the #1 seller of comic books in the world on ebay, and acting as a primary vintage jewelry buyer for the highest rated jewerly store in central virginia. seriously.","building intricate stuff with a finite amount of steps. think...ikea furniture or legos. i believe i am fairly good at seeing the ""big picture"" of intricate tasks. i have the highest honors in the field of comic books, which is really important (to about 5 people living in their mothers' basements). saying ""that's what she said"", and being the only one laughing.","i have a very unique timbre to my voice. it is not unsettling, but even at normal volumes it has a way of slicing through ambient sounds. if i am in a room with 20 people, and carrying on a conversation with someone, almost everyone can hear and distinguish my voice distinctly without me having to raise my voice at all. it is a peculiar gift.","favorite movies: star wars (ep iv-vi), fight club, shawshank redemption, back to the future i-iii, army of darkness, x-men 2, the usual suspects, indiana jones, goonies, ghostbusters, kingpin, eurotrip and up.  favorite music: whatever pandora throws at me...stations include: save ferris, pink floyd, moe., bollywood, explosions in the sky, adele, rush, slough feg, john williams and johnny cash.  tv shows: afv, mxc, snl, st: voyager, the league, it's always sunny, firefly, eastbound. i don't have cable, and have to hook my computer up to an old projector to watch any tv, so i usually only get about an hour of television in a week, typically downloaded and zero ads. hated ads ever since i won a tivo in an essay contest back in 2000.","1) bay area burritos 2) my mom and grandma (awww) 3) my ugly dog and remembering his poop bags 4) chocolate covered pretzles 5) engadget / newsarama 6) a spaniard, a giant and iocane powder","everything the future holds, including: zero-calorie burritos. jet packs. the dmv line for jet pack licenses. boobs. like the three stooges. boobs. like the ones that are 98.6 degrees.","...wondering where the week went. thinking about what pair of pajamas to wear. trying to remember to turn off the alarm clock so i can sleep until lunchtime on saturday. dining out is pretty neat. i also have a bunch of super-smart friends who slum it with me, and remind me of how peculiar california can really be.  my idea of a great date is a 6 hour conversation with zero pretense, comfy shoes and possibly skee-ball or mini-golf. i'm not really a ""club-hopping"" person, but honestly don't mind if you are. i actually like to be left the hell alone sometimes, so i can walk around in my underwear and read cracked.com like it's important journalism.","i'm lactose intolerant. thankfully i can take these funny little pills and eat most anything with cheese on it. ice cream or sour cream absolutely destroys me though. gross!  additionally, i have the ability to sit, work or drive in absolute silence. no radio, no tv...nada. it's kinda freaky to some people.","you have dark/black hair. i swoon for ladies with bangs. you know who bettie page is. you know what my screen name means. you own at least one comic book that isn't a ""graphic novel"". you can laugh about the following things: ""normal people"" falling down, masturbation and the way the previous owner of the segway company bit the dust."
58,single,f,straight,athletic,mostly anything,rarely,never,graduated from masters program,white,70,-1,education / academia,2012-06-24-15-13,"berkeley, california",,,judaism but not too serious about it,cancer but it doesn&rsquo;t matter,no,"english, spanish, french (poorly)","one person, one vote - this is california, right?  woman wants manwhere you at? tall glass of water would like to meet a man with a healthy thirst - for complementary connection - and, you know, sharing. if you're 50 - 63 (give or take a few), that's ballpark. i was hoping to have tripped over you by now, but either our timing is off, or i'm far too graceful; i suspect the former.","i am mostly enjoying it, but don't i miss some things! i've saved a place for you, you should know...","don't the lists mush together & become rather similar? and how did it all come to this, anyway? ...so here's my mushy, rather similar list.  adventure? yes, please....i do love hiking (favorite hike swap?), bicycling, travel, walking around, dancing, camping, a game of chess. swimming, tennis, softball (city league, slow pitch) reading, writing, music composition, scrabble, language, puzzles...always open to learning something new.",that i am a woman...did you not see 'desk set?',"some books i've enjoyed: middlemarch for her own good things fall apart table of contents (mcphee) 1984 monkey wrench gang the shooting party the painted bird most books by austen, ishiguro, w. berry, h. james stranger in the forest cold mountain woman (natalie angier) for the relief of unbearable urges the ohlone way  as you can see, most are fiction, but my tastes are a little more varied than the list might suggest.  films i love:  seven samurai a brief vacation muddy river the europeans nothing but a man that man from ro the piano walkabout animal crackers salt of the earth aguirre: the wrath of god the gold rush the dead the grifters pat & mike the treasure of the sierra madre 5 easy pieces battle of algiers crazy quilt blood simple this sporting life the miracle worker los tarantos the lives of others lars & the real girl les soeurs fachees amarcord the homecoming (harold pinter) who's counting? marilyn waring on sex, lies and global economics  music: just about everything, with a special fondness for jazz, classical, soul, blues, flamenco, salsa. who?... wynton kelly miles jessica williams wayne shorter herbie hancock coltrane dinah washington cedar walton bill evans irene kraal mccoy wes montgomery aretha keith jarrett van morrison  the list goes on & on  n.b.: i sometimes must leave public venues because of the music - i seem to be strongly affected by crappy music.  food: just about everything, with a particular appreciation for my own pesto. tastes definitely run spicy.",never is a strong word,"the utter lack of accountability for the vicious, relentless criminal acts committed by the corporate/political entities of our time climate change/wondering what new generations will face how to make more time for fun things!",what day are we on?,i hate barry manilow,"it suits you -- vita brevis, & more so all the time.  but i'm beginning to lose my looks, so don't wait so long."
26,single,m,bisexual,,,,,,"asian, white",72,-1,,2012-06-29-20-39,"san francisco, california",,likes dogs,atheism,scorpio,,"english (poorly), chinese (poorly), spanish (poorly), other (fluently)","you seen battle royale? 12 monkeys? labyrinth? i'm like that. you can be however you want, but i'm like that.  i'm new to san francisco - though i was born here, i was raised in the midwest. in the last few years, i haven't stayed anywhere for more than nine months. i think this last move is final.","i'm studying for the bar.  i wasn't always so boring - i was a farmer. first at a biodynamic dairy farm and then an urban farm in milwaukee, the most fertile two acres in america. finally, i ran a small organic farm/artists' collective in central wisconsin all by myself. i left in the middle of tomato season to attend law school in dc - it broke my heart. since then, i've done legal work in the twin cities and baltimore, both of which i love. the day-to-day of policy-level work doesn't appeal to me, so i'm gonna be a public defender. accordingly, i get real worked up over injustice. hopefully i can combine my interests professionally, but i doubt it.","making breakfast, honesty, and finding a way onto the roof.",i weigh arguments in my head and occasionally nod in agreement with myself. it's noticeable.,"books: bullfinch, gay science, grapes of wrath.  movies: velvet goldmine, fifth element, notorious (this one: youtube.com/watch?v=n0wfv6d3-2e).  music: woody guthrie, baltimore club, pavement, oval, coltrane, prince, madlib, and youtube.com/watch?v=voprzaia9iy.","honey, plant babies, bike, pen, cast iron skillet, my trusty knife.","life, liberty, happiness, lox, bagels.",,"i lost a bet with a friend, so i'm required to respond to every message sent to me. also, i think the beatles' ""revolution"" is where my parents' generation went wrong. terribly, terribly wrong.",you are queer-friendly not a creationist and like surprise haikus
50,single,f,straight,thin,mostly anything,socially,never,two-year college,hispanic / latin,66,-1,sales / marketing / biz dev,2012-06-29-20-35,"fremont, california",has kids,likes dogs,christianity,leo,no,"english (fluently), spanish (fluently)","i am an attractive, fun, smart and energetic gal who enjoys sporting events, cycling, sailing, golfing and dining out. i am just as comfortable in a little black dress as i am in a pair of jeans and a baseball cap.  i have two grown boys, one who is out on his own and one who still lives at home and is attending college full time.  i love to travel and have been fortunate enough to visit some great places over the past few years. i have a great sense of humor and can be very spontaneous at times. i love to laugh and i enjoy being around family and friends.  my ideal match would be someone who has a passion for life and doesn't take himself too seriously. he is honest, confident, adventurous, playful and has a great sense of humor. he also works hard but values balance in his life.  if you feel that we have something in common and you are seeking the same, please drop me a line.  i do not respond to profiles with no pics. no exceptions!! also, if your pics are not current, please do not contact me.","i try to live each day to the fullest and each day like it is my last. i laugh/smile several times a day even if it's at myself. my life is full of happiness, peace, generosity, and compassion. i have a great job that i enjoy and am fortunate to have great co-workers. my life is good. i can't complain.","i'm really good at listening and being there for my friends. i am very dependable, honest and a great communicator.",my smile. that i don't look my age.,enjoy all genres of music and can appreciate almost any kind of food. too hard to pick just one. =-),family laughter sunshine beach/ocean red wine chocolate,you... =-),no friday is typical.,if i admitted it then it wouldn't be private.,
45,single,f,gay,athletic,,socially,,graduated from masters program,white,65,-1,science / tech / engineering,2012-06-27-04-27,"orinda, california",,,,,no,english,"i am a midwestern transplant (from chicago) with old-fashioned values such as honesty and sincerity, but now love everything the west coast has to offer. i'm laid-back, easy going, and fun!  i am very active and love to explore. i find adventure in almost anything. what i would like most is to have someone to enjoy that with and even more importantly, to make a deep connection and explore intimacy.  what i think is important in a relationship is support, kindness, love, and affection. i am romantic; love to give and receive surprises and flowers, and do the little things that let's my girl know how special she is.  as far as personality, i'm basically pretty quiet and on the shy side at first but also willing to take my clothes off in public (a big risk-taker general). a dichotomy i guess.","trying to get all i can out it-traveling, meeting new people, trying new things. i just moved to sf area to improve my social and employment situations.  obvious from my handle, i live for adventure, new experiences, thrills and challenges. some hobbies are mountain biking, fast motorcycles, snowboarding but i also enjoy just the peace and quiet of being in nature.  besides keeping active in several sports, i like to dabble in creative outlets such as photography, writing and art.  i'm educated and try to keep myself informed about what's going on in the world (kind of an npr junkie) but also listen to loud music when i bike. dichotomy, again.",bicycling...and i'm good with my hands.  most everything i try (not to be conceded). i'm very driven to succeed at anything i do.,my eyes (if i'm coming) and my butt (if i'm going).,"books: enjoy true-life adventure stories, non-fiction, humor, ""the four agreement"" and ""open heart, clear mind"" (spirituality)  movies: thelma and louise, the big lebowski, the man who wasn't there (most coen bros in fact), lord of the rings, out of africa, borat, the motorcycle diaries (wish there were more good ones out there to list).  music: tool  food: most ethnic food (except any type of feet), pizza is my favorite.",a bicycle candy music sunshine adult swim love (although i have been),how things (and life) work-causality and actually tend to over-think.  i also think about plans for future adventures...and women of course.,i don't know what would be a typical friday night...but i do usually find something fun to do.,i often eat chips or cookies in bed.,i am new to the area and i would like to meet new friends to show me around (anything from nightlife to nature to culture).  really though i would like to meet someone who captures my attention and is interested in actually getting together.  my type is fem or fem-sporty. equally important is self-awareness...judgemental women need not respond.
